Entity,COR,INC,PAR,SPU,MIS,IGN
"there",0,0,0,0,1,0
"the refrigerator",0,0,0,0,1,0
"their own bathroom",0,0,0,0,1,0
"Saffavid",0,0,0,1,0,0
"S 75th Ave",1,0,0,0,0,0
"a beach",0,0,0,0,1,0
"Beavertail cactus cuttings",0,0,0,1,0,0
"a cupcake",0,0,0,0,1,0
"Gigaloader",0,0,0,0,1,0
"Jr. Airport",0,0,1,0,0,0
"the meter",0,0,0,0,1,0
"a nation",0,0,0,0,1,0
"a recently-accepted Evolution paper",0,0,0,0,1,0
"A ball",0,0,0,0,1,0
"The back of a chair",0,0,0,0,1,0
"Genova",0,0,0,0,1,0
"the line",0,0,0,0,1,0
"the catalog",0,0,0,0,1,0
"her body",0,0,0,0,1,0
"the orbiter",0,0,0,0,1,0
"the Oven Visa",0,0,1,0,0,0
"Jamarat Bridge",1,0,0,0,0,0
"a fog machine",0,0,0,0,1,0
"the engine room",0,0,0,0,1,0
"Grand Lake",1,0,0,0,0,0
"a bike",0,0,0,0,1,0
"Cancun",0,0,0,0,1,0
"rack",0,0,0,0,1,0
"the economic capital of Guadeloupe",0,0,0,0,1,0
"the Adler Planetarium",0,0,0,0,1,0
"Zócalo",0,0,0,0,1,0
"a different national flag",0,0,0,0,1,0
"The community center",0,0,0,0,1,0
"a button",0,0,0,0,1,0
"a timer",0,0,0,0,1,0
"Mountain Dew",0,0,1,0,0,0
"They",0,0,0,0,1,0
"the Downtown area",0,0,0,0,1,0
"theory",0,0,0,0,1,0
"Creek Turnpike",1,0,0,0,0,0
"ferry",0,0,0,0,1,0
"your clothing",0,0,0,0,1,0
"accommodation",0,0,0,0,1,0
"a cart",0,0,0,0,1,0
"a diet",0,0,0,0,1,0
"chapter",0,0,0,0,1,0
"the area",0,0,0,0,1,0
"the region",0,0,0,0,1,0
"a local garden center",0,0,0,0,1,0
"their outdoor theatre",0,0,0,0,1,0
"crew compartment trainer",0,0,0,0,1,0
"your own",0,0,0,0,1,0
"Port Hutt",0,0,0,0,1,0
"The car rental area",0,0,0,0,1,0
"the ground",0,0,0,0,1,0
"whatever flavored icing",0,0,0,0,1,0
"the white germ",0,0,0,0,1,0
"a wiki",0,0,0,0,1,0
"ice cream",0,0,0,0,1,0
"paper cupcake holder",0,0,0,0,1,0
"big backyard",0,0,0,0,1,0
"the north",0,0,0,0,1,0
"Airport",0,0,1,0,0,0
"a city",0,0,0,0,1,0
"the launch pad",0,0,0,0,1,0
"the mixing bowl",0,0,0,0,1,0
"the water",0,0,0,0,1,0
"Castlefrank Road",0,0,0,1,0,0
"parking",0,0,0,0,1,0
"the bottom of the box",0,0,0,0,1,0
"your finger",0,0,0,0,1,0
"A Stove Top",0,0,0,0,1,0
"the wall",0,0,0,0,1,0
"the air",0,0,0,0,1,0
"their",0,0,0,0,1,0
"A large central market",0,0,0,0,1,0
"a hard wood floor",0,0,0,0,1,0
"Piedmont Avenue",1,0,0,0,0,0
"the real world",0,0,0,0,1,0
"the garden",0,0,0,0,1,0
"town",0,0,0,0,1,0
"Tape",0,0,0,0,1,0
"the Bat Cave",0,0,0,0,1,0
"the old town",0,0,0,0,1,0
"the neighborhood",0,0,0,0,1,0
"the entrance",0,0,0,0,1,0
"journal",0,0,0,0,1,0
"The Royal Palace",0,1,0,0,0,0
"JFK",0,0,0,0,1,0
"that back room",0,0,0,0,1,0
"Tiananmen Square",0,0,1,0,0,0
"lakefront",0,0,0,0,1,0
"the digital clock",0,0,0,0,1,0
"the main air gateway to Arizona",0,0,0,0,1,0
"everything",0,0,0,0,1,0
"window",0,0,0,0,1,0
"Cleveland proper",0,0,0,0,1,0
"batter",0,0,0,0,1,0
"the Square",0,0,0,0,1,0
"An ATM and currency exchange",0,0,0,0,1,0
"The canopy",0,0,0,0,1,0
"the appropriate donation box",0,0,0,0,1,0
"a general aviation airport",0,0,0,0,1,0
"a bottleneck",0,0,0,0,1,0
"the trainer",0,0,0,0,1,0
"a paper",0,0,0,0,1,0
"Sand Springs",1,0,0,0,0,0
"the perfect environment",0,0,0,0,1,0
"your attic",0,0,0,0,1,0
"Beavertail cactus",0,0,0,1,0,0
"your whole body",0,0,0,0,1,0
"Vava'u",0,0,0,0,1,0
"each box",0,0,0,0,1,0
"the Chiang Kai Shek Memorial",1,0,0,0,0,0
"that Coron",0,0,0,0,1,0
"work",0,0,0,0,1,0
"a cenote",0,0,0,0,1,0
"paperwork",0,0,0,0,1,0
"Understand Field",0,0,1,0,0,0
"a wharf berthage",0,0,0,0,1,0
"the boat",0,0,0,0,1,0
"the Palacio del Gobierno",0,0,1,0,0,0
"Cities Fort Lee Historic Park",0,0,1,0,0,0
"Florence Avenue",1,0,0,0,0,0
"your own joke file",0,0,0,0,1,0
"a photo of a photo",0,0,0,0,1,0
"eHow",0,0,0,0,1,0
"another hotel",0,0,0,0,1,0
"the print edition",0,0,0,0,1,0
"a cave",0,0,0,0,1,0
"material",0,0,0,0,1,0
"Caffasso s Fairway Market",0,0,0,1,0,0
"a romantic city for a weekend break",0,0,0,0,1,0
"Kopinga Marae 1",0,0,1,0,0,0
"the municipality",0,0,0,0,1,0
"a tape player",0,0,0,0,1,0
"mining",0,0,0,0,1,0
"your hair",0,0,0,0,1,0
"Grand Mosque",0,0,1,0,0,0
"Main Plaza",1,0,0,0,0,0
"The current New Zealand flag",0,0,0,0,1,0
"wire cooling rack",0,0,0,0,1,0
"Understand Hill",0,0,0,1,0,0
"junk",0,0,0,0,1,0
"Utu Vava'u",0,0,0,0,1,0
"Coffee filter",0,0,0,0,1,0
"burgeoning neighborhood",0,0,0,0,1,0
"File photo",0,0,0,0,1,0
"a tunnel",0,0,0,0,1,0
"the Google Science Fair",0,1,0,0,0,0
"In the back of the paper",0,0,0,0,1,0
"a pan",0,0,0,0,1,0
"money",0,0,0,0,1,0
"the pool",0,0,0,0,1,0
"the pool in front",0,0,0,0,1,0
"the Metro Toronto Convention Centre",1,0,0,0,0,0
"each floor",0,0,0,0,1,0
"An elevator",0,0,0,0,1,0
"the city centre",0,0,0,0,1,0
"a box",0,0,0,0,1,0
"Jack Alter Fort Lee Community Center",0,0,0,0,1,0
"the room",0,0,0,0,1,0
"The Chatham Islands",1,0,0,0,0,0
"YouTube",1,0,0,0,0,0
"the internet",0,0,0,0,1,0
"a room",0,0,0,0,1,0
"the image",0,0,0,0,1,0
"Tulsa International Airport IATA",0,0,1,0,0,0
"The current flag of New Zealand",0,0,0,0,1,0
"the emergency department",0,0,0,0,1,0
"the Kennedy Space Center KSC",0,0,1,0,0,0
"the video",0,0,0,0,1,0
"a whole loaf of bread",0,0,0,0,1,0
"a flag pole monument",0,0,0,0,1,0
"the city",0,0,0,0,1,0
"an electric hand-held mixer",0,0,0,0,1,0
"both",0,0,0,0,1,0
"the crane",0,0,0,0,1,0
"Saint Lucia",0,0,0,0,1,0
"the U. S. Playhouse Square Center",0,0,1,0,0,0
"the world of IM flirting",0,0,0,0,1,0
"your reflection in the mirror",0,0,0,0,1,0
"the vowel A",0,0,0,0,1,0
"Cathedral",0,0,0,0,1,0
"Upper Manhattan",0,0,0,0,1,0
"the collaboration page",0,0,0,0,1,0
"Lakeshore Avenue",1,0,0,0,0,0
"equipment",0,0,0,0,1,0
"public domain",0,0,0,0,1,0
"their own time zone",0,0,0,0,1,0
"flag",0,0,0,0,1,0
"the national capital",0,0,0,0,1,0
"Braden",0,0,0,0,1,0
"a blender",0,0,0,0,1,0
"Sigma Aldrich",0,0,0,0,1,0
"downtown",0,0,0,0,1,0
"The blog",0,0,0,0,1,0
"any type of leotard",0,0,0,0,1,0
"a dry , dark place",0,0,0,0,1,0
"a copy of the book Blown for Good",0,0,0,0,1,0
"Hollywood Magic",0,0,0,0,1,0
"the wild",0,0,0,0,1,0
"Mérida",0,0,0,0,1,0
"garbage",0,0,0,0,1,0
"a home",0,0,0,0,1,0
"train",0,0,0,0,1,0
"Skiatook",0,0,0,0,1,0
"a deli",0,0,0,0,1,0
"the entertainment world",0,0,0,0,1,0
"your yard",0,0,0,0,1,0
"an almanac",0,0,0,0,1,0
"farming",0,0,0,0,1,0
"a wallet pocket",0,0,0,0,1,0
"The Creek Trail",0,0,0,0,1,0
"the right environment",0,0,0,0,1,0
"the garden bed",0,0,0,0,1,0
"the Earth",0,0,0,0,1,0
"image",0,0,0,0,1,0
"Pride and Prejudice",0,0,0,0,1,0
"the back room",0,0,0,0,1,0
"an aeroplane",0,0,0,0,1,0
"The Chatnam Islands Rekohu",0,0,1,0,0,0
"the ocean",0,0,0,0,1,0
"the greater producer of wealth",0,0,0,0,1,0
"a hotel",0,0,0,0,1,0
"a chart",0,0,0,0,1,0
"the temple",0,0,0,0,1,0
"which",0,0,0,0,1,0
"a book / novel",0,0,0,0,1,0
"McMurdo Station",0,0,0,0,1,0
"Avai'o'vuna Swamp",0,0,0,0,1,0
"Yucatán",0,0,0,0,1,0
"the Great Lakes",0,0,1,0,0,0
"Terminal 2",0,0,0,0,1,0
"the city proper",0,0,0,0,1,0
"the entry of the exhibit",0,0,0,0,1,0
"LibriVox",0,0,0,0,1,0
"an intellectual endeavor",0,0,0,0,1,0
"the flag",0,0,0,0,1,0
"a jug",0,0,0,0,1,0
"Kopinga Marae 3",0,0,1,0,0,0
"one further record of the moment",0,0,0,0,1,0
"an airport",0,0,0,0,1,0
"a cloth",0,0,0,0,1,0
"bubble wrap",0,0,0,0,1,0
"your dictionary",0,0,0,0,1,0
"a comet",0,0,0,0,1,0
"Allegheny",0,0,0,0,1,0
"volleyball",0,0,0,0,1,0
"a booming city",0,0,0,0,1,0
"boat or ferry",0,0,0,0,1,0
"Mozilla Firefox",0,0,0,0,1,0
"your phone",0,0,0,0,1,0
"your local gardening or home improvement center",0,0,0,0,1,0
"a pool",0,0,0,0,1,0
"Jahan Square",0,0,1,0,0,0
"The Grand Lake Theater",1,0,0,0,0,0
"a blog",0,0,0,0,1,0
"Port of Refuge Harbor",1,0,0,0,0,0
"a marketplace",0,0,0,0,1,0
"a book of opening",0,0,0,0,1,0
"Lake Merritt",0,0,1,0,0,0
"Terminal 4",0,0,0,0,1,0
"that",0,0,0,0,1,0
"the muffin tray",0,0,0,0,1,0
"forced work camp",0,0,0,0,1,0
"the beach",0,0,0,0,1,0
"Route 66",0,0,1,0,0,0
"the country",0,0,0,0,1,0
"a container",0,0,0,0,1,0
"little income",0,0,0,0,1,0
"every floor",0,0,0,0,1,0
"The portal",0,0,0,0,1,0
"which item",0,0,0,0,1,0
"Chaharbagh Boulevard",0,0,0,0,1,0
"an object",0,0,0,0,1,0
"mixture",0,0,0,0,1,0
"any immigration office in Cuba",0,0,0,0,1,0
"La pointe de la Grande Vigie",1,0,0,0,0,0
"the aluminum foil",0,0,0,0,1,0
"boat",0,0,0,0,1,0
"the land",0,0,0,0,1,0
"a new floor",0,0,0,0,1,0
"Shandao Station",0,0,1,0,0,0
"the field",0,0,0,0,1,0
"a banner that read We Know",0,0,0,0,1,0
"the elevator",0,0,0,0,1,0
"the local location",0,0,0,0,1,0
"netting",0,0,0,0,1,0
"a full romantic evening",0,0,0,0,1,0
"a balanced fertilizer",0,0,0,0,1,0
"a blooming elephant leg",0,0,0,0,1,0
"the germ",0,0,0,0,1,0
"Fort Lee",1,0,0,0,0,0
"The land",0,0,0,0,1,0
"a great community center",0,0,0,0,1,0
"Fort Lee Historic Park",1,0,0,0,0,0
"a commercial , organic deterrent",0,0,0,0,1,0
"aluminum foil",0,0,0,0,1,0
"the current one",0,0,0,0,1,0
"HealthSpace Cleveland",0,0,0,0,1,0
"the Outer Ring Road",1,0,0,0,0,0
"a wonderful place",0,0,0,0,1,0
"The Osage Trail",1,0,0,0,0,0
"the JSC",0,0,0,0,1,0
"a piece of paper",0,0,0,0,1,0
"a larger container",0,0,0,0,1,0
"downtown Taipei",0,0,0,0,1,0
"the nation",0,0,0,0,1,0
"prototype orbiter",0,0,0,0,1,0
"Naqsh e Jahan Square",0,0,0,1,0,0
"135th",0,0,0,1,0,0
"a filter",0,0,0,0,1,0
"IATA : RVS",0,0,0,0,1,0
"the machinery",0,0,0,0,1,0
"the metro area",0,0,0,0,1,0
"the town",0,0,0,0,1,0
"Riverside Airport",0,0,1,0,0,0
"your dryer",0,0,0,0,1,0
"region",0,0,0,0,1,0
"every country",0,0,0,0,1,0
"a cell",0,0,0,0,1,0
"Yale",0,0,0,0,1,0
"Video",0,0,0,0,1,0
"chalk",0,0,0,0,1,0
"the long line",0,0,0,0,1,0
"a bottle",0,0,0,0,1,0
"your country",0,0,0,0,1,0
"Shah Mosque",1,0,0,0,0,0
"the main plaza",0,0,0,0,1,0
"microtome",0,0,0,0,1,0
"your monetary donation",0,0,0,0,1,0
"retirement home",0,0,0,0,1,0
"an article",0,0,0,0,1,0
"The city",0,0,0,0,1,0
"the Kennedy Space Center",0,0,1,0,0,0
"LaGuardia Airport",1,0,0,0,0,0
"International Space Station",0,0,0,1,0,0
"a novel",0,0,0,0,1,0
"your area",0,0,0,0,1,0
"Ride",0,0,0,1,0,0
"Rockridge",0,0,0,0,1,0
"the Southwest / Oklahoma City",0,0,1,0,0,0
"Tommy Solomon Statue",0,0,0,0,1,0
"a healthy world",0,0,0,0,1,0
"bicycle",0,0,0,0,1,0
"Lesser",0,0,0,1,0,0
"the rice cooker",0,0,0,0,1,0
"yield",0,0,0,0,1,0
"The airport",0,0,0,0,1,0
"the pantry",0,0,0,0,1,0
"body of water",0,0,0,0,1,0
"the mixture",0,0,0,0,1,0
"a particular LibriVox book",0,0,0,0,1,0
"The area",0,0,0,0,1,0
"IRC",0,0,0,0,1,0
"online",0,0,0,0,1,0
"mainland New Zealand",0,0,0,0,1,0
"penn",0,0,0,0,1,0
"a paper coffee filter",0,0,0,0,1,0
"Chapel Hill",0,0,0,1,0,0
"the Jeff McBride Experience",0,0,0,0,1,0
"the bridge",0,0,0,0,1,0
"the Scientology device",0,0,0,0,1,0
"TUL",0,0,1,0,0,0
"their place",0,0,0,0,1,0
"each mile",0,0,0,0,1,0
"a quarter",0,0,0,0,1,0
"the elevator train",0,0,0,0,1,0
"Marie Galante",0,0,0,0,1,0
"your rice cooker",0,0,0,0,1,0
"birthplace",0,0,0,0,1,0
"the avenue",0,0,0,0,1,0
"the middle of the field",0,0,0,0,1,0
"each new floor",0,0,0,0,1,0
"their city",0,0,0,0,1,0
"an elevator",0,0,0,0,1,0
"Pointe-à-Pitre",0,0,0,0,1,0
"The plane",0,0,0,0,1,0
"the feet",0,0,0,0,1,0
"the O. J. Simpson",0,0,1,0,0,0
"47th Street",1,0,0,0,0,0
"which box",0,0,0,0,1,0
"a chapter",0,0,0,0,1,0
"the oven",0,0,0,0,1,0
"Edgewater",0,0,0,0,1,0
"the lodging",0,0,0,0,1,0
"Broken Arrow",0,0,0,0,1,0
"the Port of Refuge Harbour",1,0,0,0,0,0
"the rack",0,0,0,0,1,0
"their own bottle",0,0,0,0,1,0
"political cartoon",0,0,0,0,1,0
"a place",0,0,0,0,1,0
"T'ho",0,0,0,0,1,0
"Chiang Kai Shek Memorial Hall Station",0,0,0,1,0,0
"Morne à l'eau",0,0,0,0,1,0
"the new one",0,0,0,0,1,0
"the LibriVox catalog",0,0,0,0,1,0
"a vehicle",0,0,0,0,1,0
"candy",0,0,0,0,1,0
"Vava’u",0,0,0,0,1,0
"the Hafijj Hotel and Socotra Hotel",0,0,1,0,0,0
"the Royal Palace",0,0,1,0,0,0
"i-Nick",0,0,0,0,1,0
"a picture of me",0,0,0,0,1,0
"another aircraft",0,0,0,0,1,0
"packing tape",0,0,0,0,1,0
"that pulpit",0,0,0,0,1,0
"vegan butter cream",0,0,0,0,1,0
"file",0,0,0,0,1,0
"your new place",0,0,0,0,1,0
"a large body of water",0,0,0,0,1,0
"the mid-town area",0,0,0,0,1,0
"the freezer",0,0,0,0,1,0
"the lab",0,0,0,0,1,0
"the Creek Turnpike Trail",0,0,0,0,1,0
"which room it",0,0,0,0,1,0
"nothing",0,0,0,0,1,0
"northern part of the city",0,0,0,0,1,0
"The building",0,0,0,0,1,0
"a management building",0,0,0,0,1,0
"Plac Wolności",0,0,0,0,1,0
"the formal dining or living room",0,0,0,0,1,0
"Singapore and India",0,0,0,0,1,0
"each bottle",0,0,0,0,1,0
"the middle of the oven",0,0,0,0,1,0
"a pot",0,0,0,0,1,0
"land bridge",0,0,0,0,1,0
"where they live",0,0,0,0,1,0
"Broadway",1,0,0,0,0,0
"Facebook",0,0,0,0,1,0
"a bomb",0,0,0,0,1,0
"the cart",0,0,0,0,1,0
"the capital of independent Greece",0,0,0,0,1,0
"Clean paper",0,0,0,0,1,0
"location",0,0,0,0,1,0
"nappy",0,0,0,0,1,0
"here",0,0,0,0,1,0
"the Clean Air Act",0,0,0,0,1,0
"your pinkie",0,0,0,0,1,0
"tapa cloth",0,0,0,0,1,0
"the fridge",0,0,0,0,1,0
"the banner",0,0,0,0,1,0
"Phoenix Sky Harbor International Airport IATA",0,0,1,0,0,0
"the final product",0,0,0,0,1,0
"a pillar",0,0,0,0,1,0
"the muffin pan",0,0,0,0,1,0
"a watch pocket",0,0,0,0,1,0
"Space Shuttle",0,0,1,0,0,0
"Isfahan International Airport",0,0,1,0,0,0
"the center of the neighborhood",0,0,0,0,1,0
"your car",0,0,0,0,1,0
"a full index",0,0,0,0,1,0
"a more humane and enjoyable place to work",0,0,0,0,1,0
"the Scientology homepage",0,0,0,0,1,0
"the Warhol Factory",0,0,0,1,0,0
"wikiHow",0,1,0,0,0,0
"the marae",0,0,0,0,1,0
"the mouth",0,0,0,0,1,0
*TOTAL*,35,4,35,17,1068,0
