Entity,COR,INC,PAR,SPU,MIS,IGN
"she wanted to illustrate it",0,0,0,0,1,0
"corporatism",0,0,0,0,1,0
"your vital statistics",0,0,0,0,1,0
"your budget",0,0,0,0,1,0
"the non-profit structure",0,0,0,0,1,0
"two histories",0,0,0,0,1,0
"Łódź",0,0,0,0,1,0
"world food needs",0,0,0,0,1,0
"The formalin",0,0,0,0,1,0
"your Mets work",0,0,0,0,1,0
"the name of the largest town on the island of Busuanga",0,0,0,0,1,0
"a systematic language system",0,0,0,0,1,0
"much snow",0,0,0,0,1,0
"document security",0,0,0,0,1,0
"a big challenge",0,0,0,0,1,0
"Kansas",0,0,0,0,1,0
"warehouses",0,0,0,0,1,0
"quinoa 's nutty flavor",0,0,0,0,1,0
"bookstores",0,0,0,0,1,0
"its durability",0,0,0,0,1,0
"the future",0,0,0,0,1,0
"there",0,0,0,0,1,0
"the bulk of what we spend",0,0,0,0,1,0
"its history",0,0,0,0,1,0
"rash development",0,0,0,0,1,0
"a diverse range of food at all prices and styles",0,0,0,0,1,0
"plurals",0,0,0,0,1,0
"common perception",0,0,0,0,1,0
"The profits",0,0,0,0,1,0
"thoughts of your attractive love",0,0,0,0,1,0
"the mainstream media ’s portrayal of the entertainment world",0,0,0,0,1,0
"peppermint oil",0,0,0,0,1,0
"Genova",0,0,0,0,1,0
"mental and growth retardation",0,0,0,0,1,0
"an amazing experience",0,0,0,0,1,0
"the public process",0,0,0,0,1,0
"this mosque",0,0,0,0,1,0
"one sitting",0,0,0,0,1,0
"the threat",0,0,0,0,1,0
"its beautiful hand-painted tiling and magnificent public square",0,0,0,0,1,0
"a hassle",0,0,0,0,1,0
"an internship for my M.Sc. studies",0,0,0,0,1,0
"a continuation",0,0,0,0,1,0
"art galleries",0,0,0,0,1,0
"olive oil",0,0,0,0,1,0
"ozone",0,0,0,0,1,0
"more modern and developed locations",0,0,0,0,1,0
"Socotra 's arid climate",0,0,0,0,1,0
"the goal of the mission and our volunteer community",0,0,0,0,1,0
"the world ’s most prevalent , yet easily preventable , cause of brain damage",0,0,0,0,1,0
"Ambiguity",0,0,0,0,1,0
"the name of a different , smaller island just offshore",0,0,0,0,1,0
"Zócalo",0,0,0,0,1,0
"The turnout of this election",0,0,0,0,1,0
"this very special place",0,0,0,0,1,0
"areas prone to iodine deficiency",0,0,0,0,1,0
"the Waitangi Treaty Grounds",0,0,0,0,1,0
"a website",0,0,0,0,1,0
"The simplest way",0,0,0,0,1,0
"other countries",0,0,0,0,1,0
"the scent of any tasty morsels",0,0,0,0,1,0
"the Downtown area",0,0,0,0,1,0
"tonic immobility",0,0,0,0,1,0
"the site of the namesake author 's residence",0,0,0,0,1,0
"the parts of the city farther from downtown",0,0,0,0,1,0
"the effort",0,0,0,0,1,0
"your question",0,0,0,0,1,0
"overdose",0,0,0,0,1,0
"15 miles",1,0,0,0,0,0
"estimated damages",0,0,0,0,1,0
"a potting mix",0,0,0,0,1,0
"Great question",0,0,0,0,1,0
"that a collaborative online review process would be used to "" discover "" the microscopically small samples the capsule collected",0,0,0,0,1,0
"the peroxide concentration",0,0,0,0,1,0
"a stand on any political issues",0,0,0,0,1,0
"a developed country like Australia",0,0,0,0,1,0
"the setup",0,0,0,0,1,0
"Its name",0,0,0,0,1,0
"another location for a shuttle",0,0,0,0,1,0
"your greatest non-fixed cost",0,0,0,0,1,0
"the smog",0,0,0,0,1,0
"proceeds to the Make-A-Wish Foundation",0,0,0,0,1,0
"town fairs",0,0,0,0,1,0
"2 grams",0,0,1,0,0,0
"the rest of the grid",0,0,0,0,1,0
"the area",0,0,0,0,1,0
"this period",0,0,0,0,1,0
"the region",0,0,0,0,1,0
"a general sense of ' coolness",0,0,0,0,1,0
"our improvement",0,0,0,0,1,0
"a hindrance",0,0,0,0,1,0
"a cocktail",0,0,0,0,1,0
"the country 's new found remarkable prosperity",0,0,0,0,1,0
"the possibility of a future afterlife",0,0,0,0,1,0
"your own",0,0,0,0,1,0
"bird",0,0,0,0,1,0
"complication",0,0,0,0,1,0
"the names",0,0,0,0,1,0
"your arms",0,0,0,0,1,0
"ice cream",0,0,0,0,1,0
"follow-up questions",0,0,0,0,1,0
"Respect",0,0,0,0,1,0
"a city",0,0,0,0,1,0
"Steps",0,0,0,0,1,0
"Each collection",0,0,0,0,1,0
"England 's "" City of Festivals",0,0,0,0,1,0
"the connections",0,0,0,0,1,0
"the cocktail",0,0,0,0,1,0
"these choices",0,0,0,0,1,0
"jokes making fun of their group",0,0,0,0,1,0
"the winds",0,0,0,0,1,0
"bus service",0,0,0,0,1,0
"a town charter",0,0,0,0,1,0
"this program",0,0,0,0,1,0
"Country-specific advise",0,0,0,0,1,0
"easier , safer way",0,0,0,0,1,0
"personality",0,0,0,0,1,0
"homeopathic treatments",0,0,0,0,1,0
"A Stove Top",0,0,0,0,1,0
"the extreme parasite pressure",0,0,0,0,1,0
"rice",0,0,0,0,1,0
"the air",0,0,0,0,1,0
"these types of places",0,0,0,0,1,0
"their",0,0,0,0,1,0
"a Creative Commons license",0,0,0,0,1,0
"Side note",0,0,0,0,1,0
"the real world",0,0,0,0,1,0
"a hard wood floor",0,0,0,0,1,0
"theft inviting",0,0,0,0,1,0
"orange vodka",0,0,0,0,1,0
"Method One of Two",0,0,0,0,1,0
"the bark of which",0,0,0,0,1,0
"chicken stock",0,0,0,0,1,0
"development",0,0,0,0,1,0
"the old town",0,0,0,0,1,0
"the entrance",0,0,0,0,1,0
"My Presidential qualifications",0,0,0,0,1,0
"JFK",0,0,0,0,1,0
"his background",0,0,0,0,1,0
"a significant threat to Russia",0,0,0,0,1,0
"some parts of the city",0,0,0,0,1,0
"every song on the radio",0,0,0,0,1,0
"the main air gateway to Arizona",0,0,0,0,1,0
"the moves",0,0,0,0,1,0
"the photojournalism aspect of it",0,0,0,0,1,0
"great material",0,0,0,0,1,0
"the streets",0,0,0,0,1,0
"suburban areas",0,0,0,0,1,0
"Single Serving",0,0,0,0,1,0
"the sham it has become",0,0,0,0,1,0
"the entryways",0,0,0,0,1,0
"sense",0,0,0,0,1,0
"flirtatious conversations",0,0,0,0,1,0
"supermarkets",0,0,0,0,1,0
"Rinse the grains of quinoa in water",0,0,0,0,1,0
"the local rums",0,0,0,0,1,0
"a religious retreat",0,0,0,0,1,0
"a music",0,0,0,0,1,0
"one of the smaller rooms",0,0,0,0,1,0
"our responsibility",0,0,0,0,1,0
"its population",0,0,0,0,1,0
"all the substances",0,0,0,0,1,0
"free shipping",0,0,0,0,1,0
"html",0,0,0,0,1,0
"nuclear astrophysics work",0,0,0,0,1,0
"the square",0,0,0,0,1,0
"the "" twisted "" area down-town",0,0,0,0,1,0
"their offensive capacity",0,0,0,0,1,0
"work",0,0,0,0,1,0
"a cenote",0,0,0,0,1,0
"something",0,0,0,0,1,0
"effective public-private partnership",0,0,0,0,1,0
"vanilla",0,0,0,0,1,0
"Scientology-related employment",0,0,0,0,1,0
"the grain",0,0,0,0,1,0
"interesting place to visit and explore",0,0,0,0,1,0
"proprietary software",0,0,0,0,1,0
"a surprising way",0,0,0,0,1,0
"benefits from major earthquakes",0,0,0,0,1,0
"the world 's most persecuted groups",0,0,0,0,1,0
"the beauty and wildlife of the island",0,0,0,0,1,0
"an era of modern web standards",0,0,0,0,1,0
"relative benefits",0,0,0,0,1,0
"fear",0,0,0,0,1,0
"eHow",0,0,0,0,1,0
"the massive numbers of people",0,0,0,0,1,0
"the west",0,0,0,0,1,0
"a goal of helping others become fluent in the language",0,0,0,0,1,0
"the unorthodox preservatives",0,0,0,0,1,0
"buying carbon offsets to become carbon neutral",0,0,0,0,1,0
"enough open space",0,0,0,0,1,0
"much greater leadership",0,0,0,0,1,0
"to look good",0,0,0,0,1,0
"a new identity",0,0,0,0,1,0
"the mantra",0,0,0,0,1,0
"a religious turn of mind",0,0,0,0,1,0
"this work arrangement",0,0,0,0,1,0
"those two together",0,0,0,0,1,0
"major roadways",0,0,0,0,1,0
"DNA",0,0,0,0,1,0
"jokes requiring specialized knowledge",0,0,0,0,1,0
"the main wizarding sport",0,0,0,0,1,0
"large scale projects",0,0,0,0,1,0
"taxes",0,0,0,0,1,0
"early forms of this elegant and sophisticated art",0,0,0,0,1,0
"answers",0,0,0,0,1,0
"The restoration of charming neoclassical buildings in the city 's historical center",0,0,0,0,1,0
"an effect",0,0,0,0,1,0
"places",0,0,0,0,1,0
"the issue you raise with these animals",0,0,0,0,1,0
"this district",0,0,0,0,1,0
"the stratosphere",0,0,0,0,1,0
"History",0,0,0,0,1,0
"the owner 's factory",0,0,0,0,1,0
"the solution",0,0,0,0,1,0
"25 ml",1,0,0,0,0,0
"The tracks in the demo",0,0,0,0,1,0
"history",0,0,0,0,1,0
"15 meter",0,0,1,0,0,0
"a combination of the beauty , of the imagination , of the freedom",0,0,0,0,1,0
"45 degree",0,0,1,0,0,0
"exaggeration",0,0,0,0,1,0
"our regular English language",0,0,0,0,1,0
"bread",0,0,0,0,1,0
"that it is done at the beginning of each ballet session",0,0,0,0,1,0
"your current situation",0,0,0,0,1,0
"The commuting crowds",0,0,0,0,1,0
"the pool in front",0,0,0,0,1,0
"anything else relating to their self-image",0,0,0,0,1,0
"an ultrasonic beeping sound",0,0,0,0,1,0
"taxes for property and local services",0,0,0,0,1,0
"good luck",0,0,0,0,1,0
"punctuation",0,0,0,0,1,0
"Why should I bother my child with memory when he can buy a computer that will remember everything you asked him to remember",0,0,0,0,1,0
"copyright",0,0,0,0,1,0
"5 cm",0,0,1,0,0,0
"this diversity of voice",0,0,0,0,1,0
"' Bevernondelibreatekin '",0,0,0,0,1,0
"the queue",0,0,0,0,1,0
"the internet",0,0,0,0,1,0
"all this publicity",0,0,0,0,1,0
"his assessment of Google 's response",0,0,0,0,1,0
"some shops",0,0,0,0,1,0
"misogynist jokes",0,0,0,0,1,0
"thing",0,0,0,0,1,0
"the emergency department",0,0,0,0,1,0
"Water landings",0,0,0,0,1,0
"The smell",0,0,0,0,1,0
"arts",0,0,0,0,1,0
"a pretty long successful record of writing stuff for us",0,0,0,0,1,0
"practical instructions on almost every topic in every language",0,0,0,0,1,0
"the Cathedral of Christ the Light",0,0,0,0,1,0
"an extremely strong need to look good",0,0,0,0,1,0
"any public figure or anybody in America",0,0,0,0,1,0
"Promised Land",0,0,0,0,1,0
"its election defeat",0,0,0,0,1,0
"your own language",0,0,0,0,1,0
"Overtures",0,0,0,0,1,0
"Your Santorum cocktail creation",0,0,0,0,1,0
"lots of places",0,0,0,0,1,0
"ROS-concentration",0,0,0,0,1,0
"One thing",0,0,0,0,1,0
"peat",0,0,0,0,1,0
"public domain",0,0,0,0,1,0
"Young and new faces",0,0,0,0,1,0
"a basis in the real world",0,0,0,0,1,0
"plenty of direct sunlight",0,0,0,0,1,0
"local transportation or air-port/train station services",0,0,0,0,1,0
"a sustainable way",0,0,0,0,1,0
"ultrasonic sounds",0,0,0,0,1,0
"downtown",0,0,0,0,1,0
"Other destinations",0,0,0,0,1,0
"the hypnotic effect",0,0,0,0,1,0
"the next one",0,0,0,0,1,0
"The impact",0,0,0,0,1,0
"primary science goal",0,0,0,0,1,0
"their own flag discussions",0,0,0,0,1,0
"rising unemployment and youth migration",0,0,0,0,1,0
"infrastructure and transportation",0,0,0,0,1,0
"Hollywood Magic",0,0,0,0,1,0
"Local music",0,0,0,0,1,0
"heat",0,0,0,0,1,0
"more light",0,0,0,0,1,0
"1/2 teaspoon",0,0,1,0,0,0
"Categories",0,0,0,0,1,0
"rum production",0,0,0,0,1,0
"a health hazard",0,0,0,0,1,0
"a very attractive cosmopolitan city",0,0,0,0,1,0
"The opening of the joke",0,0,0,0,1,0
"One of the most scenicly attractive ports in the whole of New Zealand",0,0,0,0,1,0
"its collection",0,0,0,0,1,0
"a home",0,0,0,0,1,0
"notes in a scale",0,0,0,0,1,0
"the preparation and manufacture of foods",0,0,0,0,1,0
"Our community culture",0,0,0,0,1,0
"the "" Cherokee Turnpike",0,0,0,0,1,0
"that the world does n't revolve around them",0,0,0,0,1,0
"whose chute",0,0,0,0,1,0
"rent and advertising",0,0,0,0,1,0
"a prominent result",0,0,0,0,1,0
"their eco-tourism",0,0,0,0,1,0
"these instructions",0,0,0,0,1,0
"the right environment",0,0,0,0,1,0
"who has studied both economics and law",0,0,0,0,1,0
"the garden bed",0,0,0,0,1,0
"incentives",0,0,0,0,1,0
"the Earth",0,0,0,0,1,0
"his legal defense financing",0,0,0,0,1,0
"the right destination",0,0,0,0,1,0
"the vodka",0,0,0,0,1,0
"almost all the thing",0,0,0,0,1,0
"serious study",0,0,0,0,1,0
"oil wealth",0,0,0,0,1,0
"a practical education",0,0,0,0,1,0
"front of its beak",0,0,0,0,1,0
"that good healthy eating message",0,0,0,0,1,0
"a lot of good feeling",0,0,0,0,1,0
"190 kilometers per hour",0,0,1,0,0,0
"any appreciably sized piece of land",0,0,0,0,1,0
"more gaming news",0,0,0,0,1,0
"One side of the memorial",0,0,0,0,1,0
"structure",0,0,0,0,1,0
"one inch",1,0,0,0,0,0
"the beautiful highlights",0,0,0,0,1,0
"the thought of a good friendship",0,0,0,0,1,0
"a home for the subjects",0,0,0,0,1,0
"their condemnation",0,0,0,0,1,0
"chemistry",0,0,0,0,1,0
"Terminal 2",0,0,0,0,1,0
"your results",0,0,0,0,1,0
"LibriVox",0,0,0,0,1,0
"some laws",0,0,0,0,1,0
"your own structures",0,0,0,0,1,0
"peak traffic hour",0,0,0,0,1,0
"medium high heat",0,0,0,0,1,0
"The questions",0,0,0,0,1,0
"temperature and ozone",0,0,0,0,1,0
"the stores",0,0,0,0,1,0
"a very interesting audio experience",0,0,0,0,1,0
"any moisture",0,0,0,0,1,0
"many connections between mathematics and literature",0,0,0,0,1,0
"anything like this",0,0,0,0,1,0
"One of them",0,0,0,0,1,0
"eHow 's model",0,0,0,0,1,0
"This business model",0,0,0,0,1,0
"Fill the box to the brim and seal the lid",0,0,0,0,1,0
"your local gardening or home improvement center",0,0,0,0,1,0
"a pool",0,0,0,0,1,0
"your favorite question",0,0,0,0,1,0
"Increased friction",0,0,0,0,1,0
"a realistic but exaggerated setup",0,0,0,0,1,0
"commercial centers",0,0,0,0,1,0
"the "" Turner Turnpike",0,0,0,0,1,0
"ice cream or pie",0,0,0,0,1,0
"the indigenous Moriori language",0,0,0,0,1,0
"the fluid in the burrows or in the animals themselves",0,0,0,0,1,0
"tradition",0,0,0,0,1,0
"mandatory guidelines on iodine",0,0,0,0,1,0
"Internet Explorer 's market share",0,0,0,0,1,0
"Dishwasher Bottle Method",0,0,0,0,1,0
"a piece",0,0,0,0,1,0
"highly built up",0,0,0,0,1,0
"The hardest thing in running this business",0,0,0,0,1,0
"the outer towns like Broken Arrow",0,0,0,0,1,0
"the response of the press",0,0,0,0,1,0
"a choice",0,0,0,0,1,0
"that",0,0,0,0,1,0
"damage to plants",0,0,0,0,1,0
"a well-founded expectation of something",0,0,0,0,1,0
"very expensive restaurants",0,0,0,0,1,0
"one of the world 's most beautiful harbours",0,0,0,0,1,0
"propaganda",0,0,0,0,1,0
"research",0,0,0,0,1,0
"these two incongruous elements",0,0,0,0,1,0
"hiking",0,0,0,0,1,0
"National superstores",0,0,0,0,1,0
"a new floor",0,0,0,0,1,0
"iodine deficiency",0,0,0,0,1,0
"a difference in America",0,0,0,0,1,0
"some neighborhoods",0,0,0,0,1,0
"other noises",0,0,0,0,1,0
"luminescence",0,0,0,0,1,0
"The central station",0,0,0,0,1,0
"advice",0,0,0,0,1,0
"life",0,0,0,0,1,0
"a manufacturing-based economy",0,0,0,0,1,0
"pre-rinsed quinoa in a box",0,0,0,0,1,0
"a nuisance",0,0,0,0,1,0
"One of the oldest mosques",0,0,0,0,1,0
"The land",0,0,0,0,1,0
"peace",0,0,0,0,1,0
"property taxes",0,0,0,0,1,0
"Drinks",0,0,0,0,1,0
"HealthSpace Cleveland",0,0,0,0,1,0
"imam square",0,0,0,0,1,0
"major political reforms",0,0,0,0,1,0
"skittles",0,0,0,0,1,0
"bicycle lanes",0,0,0,0,1,0
"Historic fire station in Księży Młyn area",0,0,0,0,1,0
"the nation",0,0,0,0,1,0
"a new obsession",0,0,0,0,1,0
"the climate",0,0,0,0,1,0
"the environment",0,0,0,0,1,0
"all this",0,0,0,0,1,0
"many views",0,0,0,0,1,0
"nutritional value",0,0,0,0,1,0
"the house",0,0,0,0,1,0
"the metro area",0,0,0,0,1,0
"profound signs of neglect",0,0,0,0,1,0
"the town",0,0,0,0,1,0
"theme music",0,0,0,0,1,0
"the highly frequently used words such as ' and ' or ' I ' or ' one ' or ' the '",0,0,0,0,1,0
"the region 's primary political , cultural , economic , and transportation center",0,0,0,0,1,0
"Terminals",0,0,0,0,1,0
"a saloon from the same era",0,0,0,0,1,0
"individual messages to Mohamed",0,0,0,0,1,0
"restaurants",0,0,0,0,1,0
"the long line",0,0,0,0,1,0
"Alfa Aesar",0,0,0,0,1,0
"Do n’t you think Darfur is repetition",0,0,0,0,1,0
"toxic hydrogen peroxide",0,0,0,0,1,0
"retirement home",0,0,0,0,1,0
"an article",0,0,0,0,1,0
"an inertia from the past",0,0,0,0,1,0
"a high pace",0,0,0,0,1,0
"which flavor(s)",0,0,0,0,1,0
"the clear sensation",0,0,0,0,1,0
"Vodka",0,0,0,0,1,0
"stunning locations",0,0,0,0,1,0
"a former warehouse",0,0,0,0,1,0
"the partisanship and nonsense and the total lack of substance in modern campaigns",0,0,0,0,1,0
"law",0,0,0,0,1,0
"its market share",0,0,0,0,1,0
"a garden store",0,0,0,0,1,0
"its primary topic",0,0,0,0,1,0
"the biggest island out of mainland Guadeloupe",0,0,0,0,1,0
"regular vodka",0,0,0,0,1,0
"a good idea",0,0,0,0,1,0
"a mess",0,0,0,0,1,0
"your house",0,0,0,0,1,0
"The square",0,0,0,0,1,0
"past mistakes",0,0,0,0,1,0
"the same guidelines",0,0,0,0,1,0
"IRC",0,0,0,0,1,0
"mainland New Zealand",0,0,0,0,1,0
"limited life experience",0,0,0,0,1,0
"One of the reasons that iodine is going down",0,0,0,0,1,0
"' Drink '",0,0,0,0,1,0
"the duty",0,0,0,0,1,0
"What I want to do with the animals",0,0,0,0,1,0
"an issue",0,0,0,0,1,0
"quinoa",0,0,0,0,1,0
"the story",0,0,0,0,1,0
"Put the cider vinegar into a small bowl and add the soy milk",0,0,0,0,1,0
"the most top-end establishments",0,0,0,0,1,0
"knowledge of the history of magic",0,0,0,0,1,0
"modern linguistics",0,0,0,0,1,0
"the result of the democracy under Clisthenes",0,0,0,0,1,0
"the motivation",0,0,0,0,1,0
"Part 2 of 2",0,0,0,0,1,0
"the large amount of positive feedback for Mohamed",0,0,0,0,1,0
"Marie Galante",0,0,0,0,1,0
"this right to fork",0,0,0,0,1,0
"the group of chemicals",0,0,0,0,1,0
"groups",0,0,0,0,1,0
"a small , quaint fishing town",0,0,0,0,1,0
"each of the items on your list",0,0,0,0,1,0
"texts",0,0,0,0,1,0
"your project",0,0,0,0,1,0
"an elevator",0,0,0,0,1,0
"its weight",0,0,0,0,1,0
"this form of diversity",0,0,0,0,1,0
"our copyright situation",0,0,0,0,1,0
"the quickest route",0,0,0,0,1,0
"damage",0,0,0,0,1,0
"some other reason",0,0,0,0,1,0
"cool name",0,0,0,0,1,0
"a time",0,0,0,0,1,0
"athletic abilities",0,0,0,0,1,0
"How to Tell a Joke",0,0,0,0,1,0
"a nature reserve",0,0,0,0,1,0
"shah square",0,0,0,0,1,0
"Vava’u",0,0,0,0,1,0
"awkward pauses",0,0,0,0,1,0
"burial places",0,0,0,0,1,0
"a viable form of entertainment",0,0,0,0,1,0
"a new direction",0,0,0,0,1,0
"tomorrow",0,0,0,0,1,0
"for us to travel overseas and to compete internationally",0,0,0,0,1,0
"the suburbs",0,0,0,0,1,0
"all the oil",0,0,0,0,1,0
"a major form of transportation in the city",0,0,0,0,1,0
"a luxurious vacation this",0,0,0,0,1,0
"the precise nature of mathematics",0,0,0,0,1,0
"the search for food",0,0,0,0,1,0
"homosexuality",0,0,0,0,1,0
