Entity,COR,INC,PAR,SPU,MIS,IGN
"Staffan de Mistura",0,0,1,0,0,0
"Read",0,0,0,1,0,0
"an Iraqi tribal sheikh",0,0,0,0,1,0
"Lavrov",0,0,1,0,0,0
"Shakespeare",1,0,0,0,0,0
"Prime Minister Abadi",0,0,0,0,1,0
"Coe",0,0,1,0,0,0
"Hammond",0,0,1,0,0,0
"Haider al Abadi",0,0,1,0,0,0
"Mogherini",1,0,0,0,0,0
"Commenting",0,0,1,0,0,0
"Tanawi",0,0,1,0,0,0
"Sajida Mubarak Atrous",0,0,1,0,0,0
"the Iraqi commander",0,0,0,0,1,0
"a soldier",0,0,0,0,1,0
"Scott C. Dayton",0,0,1,0,0,0
"Iraqi Prime Minister Nouri al - Maliki",0,0,0,0,1,0
"Maliki",1,0,0,0,0,0
"Karbouly",1,0,0,0,0,0
"Daesh.",0,0,0,1,0,0
"His Chief of Staff",0,0,0,0,1,0
"a tribal leader",0,0,0,0,1,0
"Abadi",1,0,0,0,0,0
"Ally",0,0,0,1,0,0
"Secretary Kerry",1,0,0,0,0,0
"one of our brave service members",0,0,0,0,1,0
"Abu Ayyub Al Masri",0,0,0,1,0,0
"Brett McGurk",0,0,1,0,0,0
"al - Zarqawi",0,0,0,0,1,0
"Ahmed Shawqi",1,0,0,0,0,0
"Anas Ahmad",1,0,0,0,0,0
"Haider Al Abadi",0,0,1,0,0,0
"Abu Omar al Ansari.",0,0,1,0,0,0
"Thank",0,0,0,1,0,0
"my wife",0,0,0,0,1,0
"the resident leader of anti - coalition forces",0,0,0,0,1,0
"the secretary",0,0,0,0,1,0
"Julie Bishop",0,0,1,0,0,0
"Philip Hammond",1,0,0,0,0,0
"lieutenant Muath al - Kasasbeh",0,0,0,0,1,0
"Blinken",0,0,1,0,0,0
"Tobias Ellwood",1,0,0,0,0,0
"Cook",1,0,0,0,0,0
"Richard ' Tex",0,0,1,0,0,0
"Qanbar",1,0,0,0,0,0
"Nouri Maliki",0,0,1,0,0,0
"Caughlin",1,0,0,0,0,0
"Lyons",1,0,0,0,0,0
"Colville",0,0,1,0,0,0
"Ziad Khalaf",0,0,1,0,0,0
"David C. Lyons",0,0,1,0,0,0
"Boris Johnson Petty",0,0,1,0,0,0
"Nonetheless",0,0,1,0,0,0
"Fuad Masum",0,0,1,0,0,0
"Abu Jandal",1,0,0,0,0,0
"One young girl",0,0,0,0,1,0
"Jab",0,0,0,1,0,0
"Mohamed Moumou",0,0,1,0,0,0
"her younger brother",0,0,0,0,1,0
"Nimr",0,0,0,1,0,0
"Prime Minister",0,0,0,0,1,0
"Instagram",0,0,1,0,0,0
"Gareth Bayley",1,0,0,0,0,0
"Ash Carter",0,0,1,0,0,0
"Foreign Secretary",0,0,0,0,1,0
"Antony Blinken",0,0,1,0,0,0
"Petty",0,0,1,0,0,0
"sister",0,0,0,0,1,0
"Mevl",0,0,1,0,0,0
"myself",0,0,0,0,1,0
"Asad",1,0,0,0,0,0
"Abu Ghadiya",1,0,0,0,0,0
"Husaybah",0,1,0,0,0,0
"this hero",0,0,0,0,1,0
"Christophe Cluzel",1,0,0,0,0,0
"the musician",0,0,0,0,1,0
"Safina",0,0,0,1,0,0
"Raqqah",0,1,0,0,0,0
"Daesh",0,1,0,0,0,0
"the UK Special Representative for Syria",0,0,0,0,1,0
"Mohan al Freiji",0,0,0,1,0,0
"Bassel",0,0,1,0,0,0
"Kerry",0,0,1,0,0,0
"a spokesman",0,0,0,0,1,0
"John Kirby",0,0,1,0,0,0
"Davis",1,0,0,0,0,0
"John",0,0,1,0,0,0
"Keating",1,0,0,0,0,0
"Another resident",0,0,0,0,1,0
"Down",0,0,0,1,0,0
"Sergei Rudskoi",0,0,1,0,0,0
"Sergei Lavrov",0,0,1,0,0,0
"Amjad",1,0,0,0,0,0
"Lama Fakih",1,0,0,0,0,0
"Sayeed Hunter",0,0,0,1,0,0
"Abdulbaset Alahmar",1,0,0,0,0,0
"B. C.",0,0,0,1,0,0
"Carter",1,0,0,0,0,0
"a new Prime Minister - designate",0,0,0,0,1,0
"S.",0,0,1,0,0,0
"Sadiq Maroof",1,0,0,0,0,0
"Votel",1,0,0,0,0,0
"Talib Shaghati",0,0,1,0,0,0
"Nouri al Maliki",0,0,1,0,0,0
"Reuters.",0,0,0,1,0,0
"Rishawi",0,0,1,0,0,0
"But Anas",0,0,1,0,0,0
"Jamal Alzoubi.",0,0,1,0,0,0
"the President of Syria",0,0,0,0,1,0
"Tinker",0,1,0,0,0,0
"Syrians.",0,0,0,1,0,0
"Mr Colville.",0,0,1,0,0,0
"the carpenter",0,0,0,0,1,0
"Nechirvan Barzani",0,0,1,0,0,0
"Booker",1,0,0,0,0,0
"J. D. ' Dorrian",0,0,0,1,0,0
"Abd Alamir",0,0,1,0,0,0
"Ahmed Kamil Murad",0,0,1,0,0,0
"Bashar al - Assad",0,0,0,0,1,0
"Jeff Davis",1,0,0,0,0,0
"Abu Musab",0,0,1,0,0,0
"Joseph L. Votel",0,0,1,0,0,0
"Gary J. Volesky",0,0,1,0,0,0
"a former civil engineering student",0,0,0,0,1,0
"Sheikh Abu Omar al - Ansari",0,0,0,0,1,0
"the Iraqi Foreign Minister",0,0,0,0,1,0
"My",0,0,0,0,1,0
"one hostage",0,0,0,0,1,0
"the Deputy Secretary",0,0,0,0,1,0
"the young man",0,0,0,0,1,0
"She",0,0,0,0,1,0
"Eid",0,0,0,1,0,0
"Joseph Votel",1,0,0,0,0,0
"Omar Abu Anas",1,0,0,0,0,0
"Lorraine Walsh",0,0,1,0,0,0
"Al Jubeir",0,0,0,1,0,0
"the prime minister",0,0,0,0,1,0
"Jonathan Cohen",1,0,0,0,0,0
"Obama",0,0,1,0,0,0
"de Mistura",0,0,1,0,0,0
"Anas",1,0,0,0,0,0
"Jordanian planning minister , Imad Fakhoury",0,0,0,0,1,0
"Capt",0,0,1,0,0,0
"Zarqawi",1,0,0,0,0,0
"Mohan al - Freiji",0,0,0,0,1,0
"a senior Iraqi general",0,0,0,0,1,0
"Mr Alzoubi",1,0,0,0,0,0
"Al Hejab Elfulathi",0,0,1,0,0,0
"Manal",1,0,0,0,0,0
*TOTAL*,52,9,76,24,177,0
