Entity,COR,INC,PAR,SPU,MIS,IGN
"One man",0,0,0,0,1,0
"Omar",1,0,0,0,0,0
"Bashar al Assad '",0,0,1,0,0,0
"Saddam",1,0,0,0,0,0
"Peshmerga",0,1,0,0,0,0
"Ghadiya",1,0,0,0,0,0
"Obama s",0,0,0,1,0,0
"Bashar al Assad",0,0,1,0,0,0
"Dulaim",0,0,0,1,0,0
"A man",0,0,0,0,1,0
"A non - governmental security analyst",0,0,0,0,1,0
"Nebuchadnezzar II",0,0,1,0,0,0
"A local physician",0,0,0,0,1,0
"U. S.",0,0,0,1,0,0
"Tony Blinken",0,0,1,0,0,0
"al Zarqawi",0,0,1,0,0,0
"Madaya",0,1,0,0,0,0
"the UN High Commissioner for Refugees",0,0,0,0,1,0
"an Iraqi tribal sheikh",0,0,0,0,1,0
"Lavrov",0,0,1,0,0,0
"Ayn Issa",0,0,1,0,0,0
"Shakespeare",1,0,0,0,0,0
"Prime Minister Abadi",0,0,0,0,1,0
"Hammond",0,0,1,0,0,0
"Haider al Abadi",0,0,1,0,0,0
"Lt Gen Sergei Rudskoi",0,0,0,0,1,0
"Daquq",0,1,0,0,0,0
"the Iraqi commander",0,0,0,0,1,0
"Al Sinek",0,0,0,1,0,0
"a soldier",0,0,0,0,1,0
"Scott C. Dayton",0,0,1,0,0,0
"Sheikh Abu Omar al Ansari",0,0,1,0,0,0
"Iraqi Prime Minister Nouri al - Maliki",0,0,0,0,1,0
"His Chief of Staff",0,0,0,0,1,0
"a tribal leader",0,0,0,0,1,0
"Bassel al - Assad",0,0,0,0,1,0
"Abadi",1,0,0,0,0,0
"one of our brave service members",0,0,0,0,1,0
"Christophe Cluzel",0,0,0,0,1,0
"Abu Jandal al Kuwaiti",0,0,1,0,0,0
"Near Ar Raqqah",0,0,0,1,0,0
"Abu Ayyub Al Masri",0,0,0,1,0,0
"U. S. Secretary",0,0,0,1,0,0
"the UN Special Envoy Staffan de Mistura",0,0,0,0,1,0
"Jordan",0,1,0,0,0,0
"U. S. Part",0,0,0,1,0,0
"non Yazidis",0,0,0,1,0,0
"The U. S.",0,0,1,0,0,0
"The CJTF - OIR commanding general",0,0,0,0,1,0
"Ahmed Shawqi",1,0,0,0,0,0
"al - Zarqawi",0,0,0,0,1,0
"Albert Connelly",0,0,0,0,1,0
"Anas Ahmad",1,0,0,0,0,0
"Haider Al Abadi",0,0,1,0,0,0
"Al Bu Nimr",0,0,0,1,0,0
"Prime Minister Al - Abadi",0,0,0,0,1,0
"Near Al Huwayjah",0,0,0,1,0,0
"a. i.",0,0,0,1,0,0
"my wife",0,0,0,0,1,0
"Tuloul Naser",0,0,0,1,0,0
"jack",0,0,0,1,0,0
"the resident leader of anti - coalition forces",0,0,0,0,1,0
"the secretary",0,0,0,0,1,0
"Az Zayr",0,0,0,1,0,0
"Forbin",0,1,0,0,0,0
"Julie Bishop",0,0,1,0,0,0
"Philip Hammond",1,0,0,0,0,0
"Tharthar",0,0,0,1,0,0
"Ziad Khalaf al - Karbouly",0,0,0,0,1,0
"lieutenant Muath al - Kasasbeh",0,0,0,0,1,0
"Blinken",0,0,1,0,0,0
"Tobias Ellwood",1,0,0,0,0,0
"Al Karabla",0,0,0,1,0,0
"the CJTF - OIR spokesperson",0,0,0,0,1,0
"Cook",1,0,0,0,0,0
"Abu Musab al - Zarqawi",0,0,0,0,1,0
"Near Rawah",0,0,0,1,0,0
"Qanbar",1,0,0,0,0,0
"Nouri Maliki",0,0,1,0,0,0
"Sajida Mubarak Atrous al Rishawi",0,0,0,1,0,0
"Aleppo",0,1,0,0,0,0
"Navy Capt",0,0,1,0,0,0
"Abu Ayyub Al - Masri",0,0,0,0,1,0
"Abadi s",0,0,1,0,0,0
"Near Sinjar",0,0,0,1,0,0
"Ziad Khalaf al Karbouly",0,0,1,0,0,0
"Ibrahim Al Ja afari",0,0,1,0,0,0
"David C. Lyons",0,0,1,0,0,0
"John ' J. D. '",0,0,0,1,0,0
"Fuad Masum",0,0,1,0,0,0
"Abu Jandal",1,0,0,0,0,0
"Saperstein",0,0,1,0,0,0
"One young girl",0,0,0,0,1,0
"Jabla",0,1,0,0,0,0
"Mohamed Moumou",0,0,1,0,0,0
"KIRBY",0,0,1,0,0,0
"her younger brother",0,0,0,0,1,0
"The head of the country ' s counter - terrorism operations",0,0,0,0,1,0
"she",0,0,0,0,1,0
"Dorrian",0,0,1,0,0,0
"Prime Minister",0,0,0,0,1,0
"Gareth Bayley",1,0,0,0,0,0
"Ash Carter",0,0,1,0,0,0
"Foreign Secretary",0,0,0,0,1,0
"Antony Blinken",0,0,1,0,0,0
"Al Anbar",0,1,0,0,0,0
"sister",0,0,0,0,1,0
"Richard",0,0,1,0,0,0
"myself",0,0,0,0,1,0
"Charles H. Keating IV",0,0,1,0,0,0
"Mr Colville",1,0,0,0,0,0
"Abu Ghadiya",1,0,0,0,0,0
"Husaybah",0,1,0,0,0,0
"this hero",0,0,0,0,1,0
"Burns",1,0,0,0,0,0
"al - Tanawi",0,0,0,0,1,0
"the musician",0,0,0,0,1,0
"wouldn",0,0,0,1,0,0
"Daesh",0,1,0,0,0,0
"Muath al Kasasbeh",0,0,0,1,0,0
"the UK Special Representative for Syria",0,0,0,0,1,0
"Mohan al Freiji",0,0,0,1,0,0
"Anas",0,0,0,0,1,0
"Abu Jandal al - Kuwaiti",0,0,0,0,1,0
"Kerry",0,0,1,0,0,0
"a spokesman",0,0,0,0,1,0
"The Prime Minister",0,0,0,0,1,0
"Resolutions 2254",0,0,0,1,0,0
"Minister of Foreign Affairs of Iraq",0,0,0,0,1,0
"Davis",1,0,0,0,0,0
"Alzoubi",0,0,1,0,0,0
"Another resident",0,0,0,0,1,0
"Dayr Az Zawr",0,1,0,0,0,0
"Sergei Lavrov",0,0,1,0,0,0
"Saddam Hussein '",0,0,1,0,0,0
"Amjad",1,0,0,0,0,0
"Lama Fakih",1,0,0,0,0,0
"a new Prime Minister - designate",0,0,0,0,1,0
"Abdulbaset Alahmar",1,0,0,0,0,0
"Carter",1,0,0,0,0,0
"S.",0,0,1,0,0,0
"Sadiq Maroof",1,0,0,0,0,0
"HE Dr Ibrahim Al - Ja ’ afari",0,0,0,0,1,0
"Al Qa '",0,0,0,1,0,0
"Nouri al Maliki",0,0,1,0,0,0
"Special Advisor Thames",0,0,0,0,1,0
"the President of Syria",0,0,0,0,1,0
"M Symbol FEC",0,0,0,1,0,0
"Manbij",0,1,0,0,0,0
"the carpenter",0,0,0,0,1,0
"Nechirvan Barzani",0,0,1,0,0,0
"Booker",1,0,0,0,0,0
"Ahmed Kamil Murad",0,0,1,0,0,0
"Al Jilwah",0,0,0,1,0,0
"Abd Alamir",0,0,1,0,0,0
"Bashar al - Assad",0,0,0,0,1,0
"Badran Turki Hishan al - Mazidi",0,0,0,0,1,0
"Jeff Davis",1,0,0,0,0,0
"The Minister",0,0,0,0,1,0
"Joseph L. Votel",0,0,1,0,0,0
"Gary J. Volesky",0,0,1,0,0,0
"Knox Thames",1,0,0,0,0,0
"Capt.",0,0,0,0,1,0
"Gen. Coe",0,0,0,0,1,0
"a former civil engineering student",0,0,0,0,1,0
"Near Mosul",0,0,0,1,0,0
"Sheikh Abu Omar al - Ansari",0,0,0,0,1,0
"the Iraqi Foreign Minister",0,0,0,0,1,0
"Abu Ghadiya Arabic",0,0,1,0,0,0
"SECRETARY KERRY",0,0,0,0,1,0
"al Tanawi",0,0,0,1,0,0
"My",0,0,0,0,1,0
"Maj",0,0,1,0,0,0
"Asad",0,0,0,0,1,0
"one hostage",0,0,0,0,1,0
"the Deputy Secretary",0,0,0,0,1,0
"Network Solutions",0,0,0,1,0,0
"the young man",0,0,0,0,1,0
"The Foreign Secretary",0,0,0,0,1,0
"Joseph Votel",1,0,0,0,0,0
"Omar Abu Anas",1,0,0,0,0,0
"Near Al Shadaddi",0,0,0,1,0,0
"Lorraine Walsh",0,0,1,0,0,0
"U. K.",0,0,0,1,0,0
"Al Jubeir",0,0,0,1,0,0
"Alsumaria News Arabic",0,0,0,1,0,0
"Badran Turki Hishan al Mazidi Arabic",0,0,0,1,0,0
"the prime minister",0,0,0,0,1,0
"Jonathan Cohen",1,0,0,0,0,0
"Obama",0,0,1,0,0,0
"Spokesperson John Kirby",1,0,0,0,0,0
"Zarqawi",1,0,0,0,0,0
"Abu Musab al Zarqawi",0,0,1,0,0,0
"a senior Iraqi general",0,0,0,0,1,0
"Mohan al - Freiji",0,0,0,0,1,0
"the UN Special Envoy de Mistura",0,0,0,0,1,0
"Al Hejab Elfulathi",0,0,1,0,0,0
"Manal",1,0,0,0,0,0
"al Rahman Farms",0,0,0,1,0,0
*TOTAL*,45,18,67,46,182,0
