Entity,COR,INC,PAR,SPU,MIS,IGN
"Shenzhou Five",0,0,0,1,0,0
"Flight 655",0,0,0,1,0,0
"C 130",0,0,0,1,0,0
"Operation Lightning",0,0,1,0,0,0
"TOR M1",0,0,0,1,0,0
""" Peace Mission 2005",0,0,1,0,0,0
"Tornado",0,1,0,0,0,0
"V 6",0,0,0,1,0,0
"Discovery",0,1,0,0,0,0
"Endeavouris",0,1,0,0,0,0
""" One Laptop Per Child",0,0,0,1,0,0
"Chicken McNuggets",0,0,0,1,0,0
"British pound",0,0,0,0,1,0
"Sustiva",0,1,0,0,0,0
"Absalon",0,1,0,0,0,0
"Haitian Creole",0,0,0,0,1,0
"START I",0,0,0,0,1,0
"Subaru",0,1,0,0,0,0
"Bisphenol A",0,0,0,0,1,0
"00E + 07",0,0,0,1,0,0
"737s",0,0,0,1,0,0
"Sidnaya",0,0,0,0,1,0
"the USS Ashland",0,0,0,1,0,0
"F 35 Lightning Joint Strike Fighter",0,0,0,1,0,0
"CRJ 200",0,0,0,1,0,0
"Huygens",1,0,0,0,0,0
"mbalax",0,0,0,0,1,0
"Aero Commander",0,1,0,0,0,0
"ExoMars",0,0,0,1,0,0
"AWACS",0,0,0,1,0,0
"S. Chinook",0,0,1,0,0,0
"747 8",0,0,0,1,0,0
"Pul-e-Charkhi",0,0,0,0,1,0
"F 16s",0,0,0,1,0,0
"the Shenzhou Five",0,0,0,1,0,0
"Patriot",0,1,0,0,0,0
"Culture Minister",0,0,0,0,1,0
"Haqooq-i-Zan",0,0,0,0,1,0
"Formula One",0,0,0,1,0,0
"Challenger",0,1,0,0,0,0
"Group-B",0,0,0,0,1,0
"Topol M",0,0,1,0,0,0
"Soyuzcapsule",0,0,0,0,1,0
"Ferrari Enzo",1,0,0,0,0,0
"hip-hop",0,0,0,0,1,0
"the Mars Lander Phoenix",0,0,1,0,0,0
"Traveller",0,0,0,1,0,0
"Shaheen II",0,0,0,0,1,0
"F 16",0,0,0,1,0,0
"Topol",1,0,0,0,0,0
"Keck One",0,0,0,1,0,0
"iTunes",0,0,0,0,1,0
"Blueberry Hill",0,0,0,0,1,0
"Peugeot",0,1,0,0,0,0
"Palme d'Or",0,0,0,0,1,0
"Herceptin",1,0,0,0,0,0
"Flight 93",0,0,0,1,0,0
"Iskander E",0,0,0,1,0,0
"Dhanush",0,1,0,0,0,0
"Colt Cobra",0,1,0,0,0,0
"Windows",0,1,0,0,0,0
"787s",0,0,1,0,0,0
"the Mars Reconnaissance",0,0,1,0,0,0
"Peter the Great",0,0,0,1,0,0
"Kibo",0,1,0,0,0,0
"Than Him",0,0,0,0,1,0
"Secrets & Lies",0,0,0,0,1,0
"an AK 47",0,0,0,1,0,0
"NRC Handelsblad",0,0,0,0,1,0
"Taepodong 2",0,0,1,0,0,0
"Explorer",0,0,0,1,0,0
"the Sex Pistols",0,0,0,1,0,0
"Iron Lady",0,0,0,0,1,0
"the USS Winston S. Churchill",0,0,1,0,0,0
"F 4 Phantom",0,0,0,1,0,0
"Apache",0,0,0,1,0,0
"Arc de Triomphe",0,0,0,0,1,0
"USS",0,1,0,0,0,0
"Air Force T",0,0,0,1,0,0
"Supra",0,0,0,1,0,0
"the TF 121",0,0,0,1,0,0
"Prithvi II",0,0,0,1,0,0
"Style Icon of the",0,0,0,0,1,0
"CH 47 Chinook",0,0,1,0,0,0
"Viper",0,1,0,0,0,0
"Subhadra",0,1,0,0,0,0
"Shahab 3",0,0,0,1,0,0
"Kommersant",0,0,0,0,1,0
"Nano",0,0,0,1,0,0
"Papa 's Got a Brand New Bag",0,0,0,0,1,0
"Miltzow",1,0,0,0,0,0
"Semana",0,0,0,0,1,0
"Kaletra",0,1,0,0,0,0
"San Petronio",0,0,0,0,1,0
"Trident Eight """,0,1,0,0,0,0
"Gardasil",0,1,0,0,0,0
"A380s",1,0,0,0,0,0
"Titan",0,1,0,0,0,0
"P 3 Orion",0,0,1,0,0,0
"the F 16s",0,0,0,1,0,0
"M By Madonna",0,0,0,0,1,0
"S. One",0,0,1,0,0,0
"747s",0,0,0,1,0,0
"the Polar Satellite Launch Vehicle",0,0,0,1,0,0
"VSV 30",0,0,0,1,0,0
"787",0,0,1,0,0,0
"V 150",0,0,0,1,0,0
"Nuclear Non-Proliferation",0,0,0,0,1,0
"MV Suez",0,1,0,0,0,0
"SpaceShipOne",1,0,0,0,0,0
"Saturn ' s",0,0,0,1,0,0
"Soprano",1,0,0,0,0,0
"Stade Général Seyni Kountché",0,0,0,0,1,0
"A 380",0,0,0,1,0,0
"Admiral Chabanenko",0,1,0,0,0,0
"Somme",0,1,0,0,0,0
"Korans",0,0,0,1,0,0
"The G 8",0,0,0,1,0,0
"Smith Wesson",0,0,1,0,0,0
"Venus Express",0,1,0,0,0,0
"Bextra",0,0,0,1,0,0
"Space Station Saturday",0,0,0,0,1,0
"Red Notice",0,0,0,0,1,0
"Scimitar",0,1,0,0,0,0
"737",0,0,1,0,0,0
"the Phoenix Mars Lander",0,0,1,0,0,0
"The U 2",0,0,0,1,0,0
"Tu 160",0,0,0,1,0,0
"747",0,0,0,1,0,0
"Parasol",0,1,0,0,0,0
"Hubble",1,0,0,0,0,0
"Artemisian",0,0,0,1,0,0
"NAME",0,0,1,0,0,0
"Vigilant Eagle",0,1,0,0,0,0
"Typhoon Saola '",0,0,1,0,0,0
"the Lynn Rival",0,1,0,0,0,0
"U",0,0,1,0,0,0
"the HMAS Stuart",0,0,0,1,0,0
"S 300",0,0,1,0,0,0
"Jeep",0,0,0,0,1,0
"SA 18",0,0,0,1,0,0
"Opportunity",1,0,0,0,0,0
"the MV Nipayia",0,0,0,1,0,0
"Saltillo",0,0,0,0,1,0
"CRJ 200s",0,0,0,1,0,0
"CARTOSAT 1",0,0,0,1,0,0
"Google",1,0,0,0,0,0
"bisphenol A",0,0,0,0,1,0
"Foxes",0,0,0,1,0,0
"the Rheinland Pfalz",0,0,0,1,0,0
"VX",0,1,0,0,0,0
"Mercury",0,1,0,0,0,0
"B 1",0,0,0,1,0,0
"The USS Vincennes",0,0,0,1,0,0
"F 430 Spider",0,0,0,1,0,0
"The U 2s",0,0,0,1,0,0
"McCloud",0,0,0,0,1,0
"settlement",0,0,0,0,1,0
"Typhoon Nanmadol",0,1,0,0,0,0
"Nobel-Prize",0,0,0,0,1,0
"Strelets",0,0,0,1,0,0
"Chinook",1,0,0,0,0,0
"Web",0,0,0,0,1,0
"Braille",0,1,0,0,0,0
"U. S. Rocket",0,0,0,1,0,0
"C 295",0,0,0,1,0,0
"Deuce Bigalow",0,1,0,0,0,0
"SMART 1",0,0,0,1,0,0
"the Mars Reconnaissance Orbiter",0,0,1,0,0,0
"Katyusha",0,1,0,0,0,0
"Atlantis",1,0,0,0,0,0
"Interceptor",0,0,0,1,0,0
"Ariana",1,0,0,0,0,0
"A380",0,0,1,0,0,0
"Ilyushin",0,0,0,1,0,0
"Vioxx",1,0,0,0,0,0
"Typhoon Longwang '",0,0,1,0,0,0
"Crusaders",0,0,0,1,0,0
"HMS Scott",0,1,0,0,0,0
"Adam",0,1,0,0,0,0
"Cassini",1,0,0,0,0,0
"the F 4",0,0,0,1,0,0
"Colosseum",0,1,0,0,0,0
"Media Player",0,1,0,0,0,0
"USS Kitty Hawk",0,1,0,0,0,0
"Kalashnikov",0,1,0,0,0,0
"AK 47",0,0,0,1,0,0
"Semlow",1,0,0,0,0,0
"Nevirapine",1,0,0,0,0,0
"Ai n't That a Shame",0,0,0,0,1,0
"Smells Like Teen Spirit",0,0,0,0,1,0
"Emtriva",0,0,0,1,0,0
"Maariv",0,0,0,0,1,0
"beatboxing",0,0,0,0,1,0
"Christopher Hotel",0,0,0,0,1,0
"Bulava",0,1,0,0,0,0
*TOTAL*,29,58,29,98,486,0
