Entity,COR,INC,PAR,SPU,MIS,IGN
"the Church of the Nativity",0,0,0,1,0,0
"Papahanaumokuakea Marine National Monument",0,1,0,0,0,0
"the Great Wall",0,0,0,1,0,0
"Pol e Charkhi",0,0,0,1,0,0
"Kissufin",0,1,0,0,0,0
"the MV Saldanha",0,0,0,1,0,0
"Bow Street",0,1,0,0,0,0
"s May Day Stadium",0,0,0,1,0,0
"Primimoda Gallery",0,1,0,0,0,0
"Discovery Times Square Exposition",0,1,0,0,0,0
"Santa Maria di Collemaggio",0,0,0,1,0,0
"s Lambeth Palace",0,0,0,1,0,0
"Dome",0,0,1,0,0,0
"Haqooq-i-Zan",0,0,0,0,1,0
"the Olympic Park",0,0,0,1,0,0
"s Saint Patrick ' s Cathedral",0,0,1,0,0,0
"s Hampton Court Palace",0,0,1,0,0,0
"Shaheen II",0,0,0,0,1,0
"Than Him",0,0,0,0,1,0
"Peninsula Hotel",0,1,0,0,0,0
"Manger Square",0,1,0,0,0,0
"the Melbourne Cricket Ground",0,0,0,1,0,0
"NRC Handelsblad",0,0,0,0,1,0
"the Rose Garden",0,0,0,1,0,0
"Iron Lady",0,0,0,0,1,0
"Capitol Building",0,1,0,0,0,0
"St. Peter ' s Square",0,0,0,1,0,0
"the MV Rim",0,0,0,1,0,0
"Walleye",0,1,0,0,0,0
"Downing Street",1,0,0,0,0,0
"Badoosh prison",0,0,1,0,0,0
"National Park",0,0,1,0,0,0
"London Avenue Canals",0,1,0,0,0,0
"White House",0,1,0,0,0,0
"the Hubble Space Telescope",0,0,1,0,0,0
"the Taba Hilton",0,0,1,0,0,0
"Red Mosque",0,1,0,0,0,0
"Green Zone",0,1,0,0,0,0
"Olympic Ticketing Center",0,0,0,1,0,0
"Nuclear Non-Proliferation",0,0,0,0,1,0
"Mammy market",0,0,0,1,0,0
"the Sydney Cricket Ground",0,0,0,1,0,0
"the USS Arizona Memorial",0,0,1,0,0,0
"the Kars Akhalkalaki Railroad",0,0,0,1,0,0
"Bab al Sharjee",0,0,0,1,0,0
"Silk Road",0,1,0,0,0,0
"the U",0,0,0,1,0,0
"Ile Amsterdam",0,1,0,0,0,0
"the National Palace",0,0,1,0,0,0
"the Silk Road",0,0,0,1,0,0
"Canal",1,0,0,0,0,0
"Washington ' s National Zoo",0,0,1,0,0,0
"The Erez checkpoint",0,0,0,1,0,0
"the International Space Station",0,1,0,0,0,0
"Asgiriya Stadium",0,1,0,0,0,0
"s Bird ' s Nest Stadium",0,0,0,1,0,0
"Broadway",0,1,0,0,0,0
"US Naval Base",0,0,0,1,0,0
"the King Center",0,0,0,1,0,0
"Saltillo",0,0,0,0,1,0
"Abu Shoaib",0,1,0,0,0,0
"McCloud",0,0,0,0,1,0
"Camp Salerno",0,1,0,0,0,0
"Jixi Nehe highway",0,0,0,1,0,0
"EDSA 2 """,0,0,0,1,0,0
"settlement",0,0,0,0,1,0
"Seine Saint Denis",0,0,0,1,0,0
"the 1713 Treaty of Utrecht",0,0,0,1,0,0
"Xijing Hospital",0,1,0,0,0,0
"Fort McPherson",0,1,0,0,0,0
"Nahr al Bared",0,0,0,1,0,0
"Nahr el Bared",0,0,0,1,0,0
"the Stade de France",0,0,1,0,0,0
"the British Embassy",0,0,0,1,0,0
"the American Embassy",0,0,0,1,0,0
"Guggenheim Museum",0,1,0,0,0,0
"Guantanamo Naval Base",0,1,0,0,0,0
"Faith and Life",0,0,0,1,0,0
"Ellsworth Air Force Base",0,0,0,1,0,0
"Camp Bucca",0,1,0,0,0,0
"Ellsworth Air Base",0,1,0,0,0,0
"Neverland Ranch",0,1,0,0,0,0
"Port Harcourt",0,1,0,0,0,0
"Jameson Grill",0,1,0,0,0,0
"the Georgia Dome",0,0,1,0,0,0
"s Peace Memorial Park",0,0,0,1,0,0
*TOTAL*,18,125,67,137,486,0
