Entity,COR,INC,PAR,SPU,MIS,IGN
"The Inheritance of Loss",0,0,0,0,1,0
"Soprano",0,0,0,0,1,0
"the American Embassy",0,0,0,1,0,0
"Latest News",0,0,0,0,1,0
"al Azhar mosque",0,0,0,1,0,0
"Internet",0,0,0,0,1,0
"Great Hall of the People China",0,0,0,1,0,0
"Neverland Ranch",0,1,0,0,0,0
"the Palace of the Revolution Tuesday",0,0,1,0,0,0
*TOTAL*,13,70,43,80,217,0
